"country","province","date","cases","deaths","recovered"
"45582","New Zealand","cook islands",2021-06-17,1,0,0
"45671","New Zealand","cook islands",2021-06-18,1,0,0
"45760","New Zealand","cook islands",2021-06-19,1,0,0
"45849","New Zealand","cook islands",2021-06-20,1,0,0
"45938","New Zealand","cook islands",2021-06-21,1,0,0
"46027","New Zealand","cook islands",2021-06-22,1,0,0
"46116","New Zealand","cook islands",2021-06-23,1,0,0
"46205","New Zealand","cook islands",2021-06-24,1,0,0
"46294","New Zealand","cook islands",2021-06-25,1,0,0
"46383","New Zealand","cook islands",2021-06-26,1,0,0
"46472","New Zealand","cook islands",2021-06-27,1,0,0
"46561","New Zealand","cook islands",2021-06-28,1,0,0
"46650","New Zealand","cook islands",2021-06-29,1,0,0
"46739","New Zealand","cook islands",2021-06-30,1,0,0
"46828","New Zealand","cook islands",2021-07-01,1,0,0
"46917","New Zealand","cook islands",2021-07-02,1,0,0
"47006","New Zealand","cook islands",2021-07-03,1,0,0
"47095","New Zealand","cook islands",2021-07-04,1,0,0
"47184","New Zealand","cook islands",2021-07-05,1,0,0
"47273","New Zealand","cook islands",2021-07-06,1,0,0
"47362","New Zealand","cook islands",2021-07-07,1,0,0
"47451","New Zealand","cook islands",2021-07-08,1,0,0
"47540","New Zealand","cook islands",2021-07-09,1,0,0
"47629","New Zealand","cook islands",2021-07-10,1,0,0
"47718","New Zealand","cook islands",2021-07-11,1,0,0
"47807","New Zealand","cook islands",2021-07-12,1,0,0
"47896","New Zealand","cook islands",2021-07-13,1,0,0
"47985","New Zealand","cook islands",2021-07-14,1,0,0
"48074","New Zealand","cook islands",2021-07-15,1,0,0
"48163","New Zealand","cook islands",2021-07-16,1,0,0
"48252","New Zealand","cook islands",2021-07-17,1,0,0
"48341","New Zealand","cook islands",2021-07-18,1,0,0
"48430","New Zealand","cook islands",2021-07-19,1,0,0
"48519","New Zealand","cook islands",2021-07-20,1,0,0
"48608","New Zealand","cook islands",2021-07-21,1,0,0
"48697","New Zealand","cook islands",2021-07-22,1,0,0
"48786","New Zealand","cook islands",2021-07-23,1,0,0
"48875","New Zealand","cook islands",2021-07-24,1,0,0
"48964","New Zealand","cook islands",2021-07-25,1,0,0
"49053","New Zealand","cook islands",2021-07-26,1,0,0
"49142","New Zealand","cook islands",2021-07-27,1,0,0
"49231","New Zealand","cook islands",2021-07-28,1,0,0
"49320","New Zealand","cook islands",2021-07-29,1,0,0
"49409","New Zealand","cook islands",2021-07-30,1,0,0
"49498","New Zealand","cook islands",2021-07-31,1,0,0
"49587","New Zealand","cook islands",2021-08-01,1,0,0
"49676","New Zealand","cook islands",2021-08-02,1,0,0
"49765","New Zealand","cook islands",2021-08-03,1,0,0
"49854","New Zealand","cook islands",2021-08-04,1,0,0
"49943","New Zealand","cook islands",2021-08-05,1,0,0
"50032","New Zealand","cook islands",2021-08-06,1,0,0
"50121","New Zealand","cook islands",2021-08-07,1,0,0
"50210","New Zealand","cook islands",2021-08-08,1,0,0
"50299","New Zealand","cook islands",2021-08-09,1,0,0
"50388","New Zealand","cook islands",2021-08-10,1,0,0
"50477","New Zealand","cook islands",2021-08-11,1,0,0
"50566","New Zealand","cook islands",2021-08-12,1,0,0
"50655","New Zealand","cook islands",2021-08-13,1,0,0
"50744","New Zealand","cook islands",2021-08-14,1,0,0
"50833","New Zealand","cook islands",2021-08-15,1,0,0
"50922","New Zealand","cook islands",2021-08-16,1,0,0
"51011","New Zealand","cook islands",2021-08-17,1,0,0
"51100","New Zealand","cook islands",2021-08-18,1,0,0
"51189","New Zealand","cook islands",2021-08-19,1,0,0
"51278","New Zealand","cook islands",2021-08-20,1,0,0
"51367","New Zealand","cook islands",2021-08-21,1,0,0
"51456","New Zealand","cook islands",2021-08-22,1,0,0
"51545","New Zealand","cook islands",2021-08-23,1,0,0
"51634","New Zealand","cook islands",2021-08-24,1,0,0
"51723","New Zealand","cook islands",2021-08-25,1,0,0
"51812","New Zealand","cook islands",2021-08-26,1,0,0
"51901","New Zealand","cook islands",2021-08-27,1,0,0
"51990","New Zealand","cook islands",2021-08-28,1,0,0
"52079","New Zealand","cook islands",2021-08-29,1,0,0
"52168","New Zealand","cook islands",2021-08-30,1,0,0
"52257","New Zealand","cook islands",2021-08-31,1,0,0
"52346","New Zealand","cook islands",2021-09-01,1,0,0
"52435","New Zealand","cook islands",2021-09-02,1,0,0
"52524","New Zealand","cook islands",2021-09-03,1,0,0
"52613","New Zealand","cook islands",2021-09-04,1,0,0
"52702","New Zealand","cook islands",2021-09-05,1,0,0
"52791","New Zealand","cook islands",2021-09-06,1,0,0
"52880","New Zealand","cook islands",2021-09-07,1,0,0
"52969","New Zealand","cook islands",2021-09-08,1,0,0
"53058","New Zealand","cook islands",2021-09-09,1,0,0
"53147","New Zealand","cook islands",2021-09-10,1,0,0
"53236","New Zealand","cook islands",2021-09-11,1,0,0
"53325","New Zealand","cook islands",2021-09-12,1,0,0
"53414","New Zealand","cook islands",2021-09-13,1,0,0
"53503","New Zealand","cook islands",2021-09-14,1,0,0
"53592","New Zealand","cook islands",2021-09-15,1,0,0
"53681","New Zealand","cook islands",2021-09-16,1,0,0
"53770","New Zealand","cook islands",2021-09-17,1,0,0
"53859","New Zealand","cook islands",2021-09-18,1,0,0
"53948","New Zealand","cook islands",2021-09-19,1,0,0
"54037","New Zealand","cook islands",2021-09-20,1,0,0
"54126","New Zealand","cook islands",2021-09-21,1,0,0
"54215","New Zealand","cook islands",2021-09-22,1,0,0
"54304","New Zealand","cook islands",2021-09-23,1,0,0
"54393","New Zealand","cook islands",2021-09-24,1,0,0
"54482","New Zealand","cook islands",2021-09-25,1,0,0
"54571","New Zealand","cook islands",2021-09-26,1,0,0
"54660","New Zealand","cook islands",2021-09-27,1,0,0
"54749","New Zealand","cook islands",2021-09-28,1,0,0
"54838","New Zealand","cook islands",2021-09-29,1,0,0
"54927","New Zealand","cook islands",2021-09-30,1,0,0
"55016","New Zealand","cook islands",2021-10-01,1,0,0
"55105","New Zealand","cook islands",2021-10-02,1,0,0
"55194","New Zealand","cook islands",2021-10-03,1,0,0
"55283","New Zealand","cook islands",2021-10-04,1,0,0
"55372","New Zealand","cook islands",2021-10-05,1,0,0
"55461","New Zealand","cook islands",2021-10-06,1,0,0
"55550","New Zealand","cook islands",2021-10-07,1,0,0
"55639","New Zealand","cook islands",2021-10-08,1,0,0
"55728","New Zealand","cook islands",2021-10-09,1,0,0
"55817","New Zealand","cook islands",2021-10-10,1,0,0
"55906","New Zealand","cook islands",2021-10-11,1,0,0
"55995","New Zealand","cook islands",2021-10-12,1,0,0
"56084","New Zealand","cook islands",2021-10-13,1,0,0
"56173","New Zealand","cook islands",2021-10-14,1,0,0
"56262","New Zealand","cook islands",2021-10-15,1,0,0
"56351","New Zealand","cook islands",2021-10-16,1,0,0
"56440","New Zealand","cook islands",2021-10-17,1,0,0
"56529","New Zealand","cook islands",2021-10-18,1,0,0
"56618","New Zealand","cook islands",2021-10-19,1,0,0
"56707","New Zealand","cook islands",2021-10-20,1,0,0
"56796","New Zealand","cook islands",2021-10-21,1,0,0
"56885","New Zealand","cook islands",2021-10-22,1,0,0
"56974","New Zealand","cook islands",2021-10-23,1,0,0
"57063","New Zealand","cook islands",2021-10-24,1,0,0
"57152","New Zealand","cook islands",2021-10-25,1,0,0
"57241","New Zealand","cook islands",2021-10-26,1,0,0
"57330","New Zealand","cook islands",2021-10-27,1,0,0
"57419","New Zealand","cook islands",2021-10-28,1,0,0
"57508","New Zealand","cook islands",2021-10-29,1,0,0
"57597","New Zealand","cook islands",2021-10-30,1,0,0
"57686","New Zealand","cook islands",2021-10-31,1,0,0
"57775","New Zealand","cook islands",2021-11-01,1,0,0
"57864","New Zealand","cook islands",2021-11-02,1,0,0
"57953","New Zealand","cook islands",2021-11-03,1,0,0
"58042","New Zealand","cook islands",2021-11-04,1,0,0
"58131","New Zealand","cook islands",2021-11-05,1,0,0
"58220","New Zealand","cook islands",2021-11-06,1,0,0
"58309","New Zealand","cook islands",2021-11-07,1,0,0
"58398","New Zealand","cook islands",2021-11-08,1,0,0
"58487","New Zealand","cook islands",2021-11-09,1,0,0
"58576","New Zealand","cook islands",2021-11-10,1,0,0
"58665","New Zealand","cook islands",2021-11-11,1,0,0
"58754","New Zealand","cook islands",2021-11-12,1,0,0
"58843","New Zealand","cook islands",2021-11-13,1,0,0
"58932","New Zealand","cook islands",2021-11-14,1,0,0
"59021","New Zealand","cook islands",2021-11-15,1,0,0
"59110","New Zealand","cook islands",2021-11-16,1,0,0
"59199","New Zealand","cook islands",2021-11-17,1,0,0
"59288","New Zealand","cook islands",2021-11-18,1,0,0
"59377","New Zealand","cook islands",2021-11-19,1,0,0
"59466","New Zealand","cook islands",2021-11-20,1,0,0
"59555","New Zealand","cook islands",2021-11-21,1,0,0
"59644","New Zealand","cook islands",2021-11-22,1,0,0
"59733","New Zealand","cook islands",2021-11-23,1,0,0
"59822","New Zealand","cook islands",2021-11-24,1,0,0
"59911","New Zealand","cook islands",2021-11-25,1,0,0
"60000","New Zealand","cook islands",2021-11-26,1,0,0
"60089","New Zealand","cook islands",2021-11-27,1,0,0
"60178","New Zealand","cook islands",2021-11-28,1,0,0
"60267","New Zealand","cook islands",2021-11-29,1,0,0
"60356","New Zealand","cook islands",2021-11-30,1,0,0
"60445","New Zealand","cook islands",2021-12-01,1,0,0
"60534","New Zealand","cook islands",2021-12-02,1,0,0
"60623","New Zealand","cook islands",2021-12-03,2,0,0
"60712","New Zealand","cook islands",2021-12-04,2,0,0
"60801","New Zealand","cook islands",2021-12-05,2,0,0
"60890","New Zealand","cook islands",2021-12-06,2,0,0
"60979","New Zealand","cook islands",2021-12-07,2,0,0
"61068","New Zealand","cook islands",2021-12-08,2,0,0
"61157","New Zealand","cook islands",2021-12-09,2,0,0
"61246","New Zealand","cook islands",2021-12-10,2,0,0
"61335","New Zealand","cook islands",2021-12-11,2,0,0
"61424","New Zealand","cook islands",2021-12-12,2,0,0
"61513","New Zealand","cook islands",2021-12-13,2,0,0
"61602","New Zealand","cook islands",2021-12-14,2,0,0
"61691","New Zealand","cook islands",2021-12-15,2,0,0
"61780","New Zealand","cook islands",2021-12-16,2,0,0
"61869","New Zealand","cook islands",2021-12-17,2,0,0
"61958","New Zealand","cook islands",2021-12-18,2,0,0
"62047","New Zealand","cook islands",2021-12-19,2,0,0
"62136","New Zealand","cook islands",2021-12-20,2,0,0
"62225","New Zealand","cook islands",2021-12-21,2,0,0
"62314","New Zealand","cook islands",2021-12-22,2,0,0
"62403","New Zealand","cook islands",2021-12-23,2,0,0
"62492","New Zealand","cook islands",2021-12-24,2,0,0
"62581","New Zealand","cook islands",2021-12-25,2,0,0
"62670","New Zealand","cook islands",2021-12-26,2,0,0
"62759","New Zealand","cook islands",2021-12-27,2,0,0
"62848","New Zealand","cook islands",2021-12-28,2,0,0
"62937","New Zealand","cook islands",2021-12-29,2,0,0
"63026","New Zealand","cook islands",2021-12-30,2,0,0
"63115","New Zealand","cook islands",2021-12-31,2,0,0
"63204","New Zealand","cook islands",2022-01-01,2,0,0
"63293","New Zealand","cook islands",2022-01-02,2,0,0
"63382","New Zealand","cook islands",2022-01-03,2,0,0
"63471","New Zealand","cook islands",2022-01-04,2,0,0
"63560","New Zealand","cook islands",2022-01-05,2,0,0
"63649","New Zealand","cook islands",2022-01-06,2,0,0
"63738","New Zealand","cook islands",2022-01-07,2,0,0
"63827","New Zealand","cook islands",2022-01-08,2,0,0
"63916","New Zealand","cook islands",2022-01-09,2,0,0
"64005","New Zealand","cook islands",2022-01-10,2,0,0
"64094","New Zealand","cook islands",2022-01-11,2,0,0
"64183","New Zealand","cook islands",2022-01-12,2,0,0
"64272","New Zealand","cook islands",2022-01-13,2,0,0
"64361","New Zealand","cook islands",2022-01-14,2,0,0
"64450","New Zealand","cook islands",2022-01-15,2,0,0
"64539","New Zealand","cook islands",2022-01-16,2,0,0
"64628","New Zealand","cook islands",2022-01-17,2,0,0
"64717","New Zealand","cook islands",2022-01-18,2,0,0
"64806","New Zealand","cook islands",2022-01-19,2,0,0
"64895","New Zealand","cook islands",2022-01-20,2,0,0
"64984","New Zealand","cook islands",2022-01-21,2,0,0
"65073","New Zealand","cook islands",2022-01-22,2,0,0
"65162","New Zealand","cook islands",2022-01-23,2,0,0
"65251","New Zealand","cook islands",2022-01-24,2,0,0
"65340","New Zealand","cook islands",2022-01-25,2,0,0
"65429","New Zealand","cook islands",2022-01-26,2,0,0
"65518","New Zealand","cook islands",2022-01-27,2,0,0
"65607","New Zealand","cook islands",2022-01-28,2,0,0
"65696","New Zealand","cook islands",2022-01-29,2,0,0
"65785","New Zealand","cook islands",2022-01-30,2,0,0
"65874","New Zealand","cook islands",2022-01-31,2,0,0
"65963","New Zealand","cook islands",2022-02-01,2,0,0
"66052","New Zealand","cook islands",2022-02-02,2,0,0
"66141","New Zealand","cook islands",2022-02-03,2,0,0
"66230","New Zealand","cook islands",2022-02-04,2,0,0
"66319","New Zealand","cook islands",2022-02-05,2,0,0
"66408","New Zealand","cook islands",2022-02-06,2,0,0
"66497","New Zealand","cook islands",2022-02-07,2,0,0
"66586","New Zealand","cook islands",2022-02-08,2,0,0
"66675","New Zealand","cook islands",2022-02-09,2,0,0
"66764","New Zealand","cook islands",2022-02-10,2,0,0
"66853","New Zealand","cook islands",2022-02-11,2,0,0
"66942","New Zealand","cook islands",2022-02-12,2,0,0
"67031","New Zealand","cook islands",2022-02-13,2,0,0
"67120","New Zealand","cook islands",2022-02-14,2,0,0
"67209","New Zealand","cook islands",2022-02-15,2,0,0
"67298","New Zealand","cook islands",2022-02-16,2,0,0
"67387","New Zealand","cook islands",2022-02-17,3,0,0
"67476","New Zealand","cook islands",2022-02-18,3,0,0
"67565","New Zealand","cook islands",2022-02-19,4,0,0
"67654","New Zealand","cook islands",2022-02-20,4,0,0
"67743","New Zealand","cook islands",2022-02-21,4,0,0
"67832","New Zealand","cook islands",2022-02-22,4,0,0
"67921","New Zealand","cook islands",2022-02-23,6,0,0
"68010","New Zealand","cook islands",2022-02-24,6,0,0
"68099","New Zealand","cook islands",2022-02-25,8,0,0
"68188","New Zealand","cook islands",2022-02-26,8,0,0
"68277","New Zealand","cook islands",2022-02-27,8,0,0
"68366","New Zealand","cook islands",2022-02-28,10,0,0
"68455","New Zealand","cook islands",2022-03-01,25,0,0
"68544","New Zealand","cook islands",2022-03-02,53,0,0
"68633","New Zealand","cook islands",2022-03-03,71,0,0
"68722","New Zealand","cook islands",2022-03-04,84,0,0
"68811","New Zealand","cook islands",2022-03-05,84,0,0
"68900","New Zealand","cook islands",2022-03-06,84,0,0
"68989","New Zealand","cook islands",2022-03-07,132,0,0
"69078","New Zealand","cook islands",2022-03-08,141,0,0
"69167","New Zealand","cook islands",2022-03-09,174,0,0
"69256","New Zealand","cook islands",2022-03-10,206,0,0
"69345","New Zealand","cook islands",2022-03-11,247,0,0
"69434","New Zealand","cook islands",2022-03-12,247,0,0
"69523","New Zealand","cook islands",2022-03-13,247,0,0
"69612","New Zealand","cook islands",2022-03-14,338,0,0
"69701","New Zealand","cook islands",2022-03-15,379,0,0
"69790","New Zealand","cook islands",2022-03-16,536,0,0
"69879","New Zealand","cook islands",2022-03-17,604,0,0
"69968","New Zealand","cook islands",2022-03-18,676,0,0
"70057","New Zealand","cook islands",2022-03-19,743,0,0
"70146","New Zealand","cook islands",2022-03-20,743,0,0
"70235","New Zealand","cook islands",2022-03-21,835,0,0
"70324","New Zealand","cook islands",2022-03-22,948,0,0
"70413","New Zealand","cook islands",2022-03-23,948,0,0
"70502","New Zealand","cook islands",2022-03-24,1060,0,0
"70591","New Zealand","cook islands",2022-03-25,1257,0,0
"70680","New Zealand","cook islands",2022-03-26,1257,0,0
"70769","New Zealand","cook islands",2022-03-27,1395,0,0
"70858","New Zealand","cook islands",2022-03-28,1576,0,0
"70947","New Zealand","cook islands",2022-03-29,1745,0,0
"71036","New Zealand","cook islands",2022-03-30,1883,0,0
"71125","New Zealand","cook islands",2022-03-31,1986,0,0
"71214","New Zealand","cook islands",2022-04-01,2118,0,0
"71303","New Zealand","cook islands",2022-04-02,2118,0,0
"71392","New Zealand","cook islands",2022-04-03,2296,0,0
"71481","New Zealand","cook islands",2022-04-04,2526,0,0
"71570","New Zealand","cook islands",2022-04-05,2715,0,0
"71659","New Zealand","cook islands",2022-04-06,2875,0,0
"71748","New Zealand","cook islands",2022-04-07,3035,0,0
"71837","New Zealand","cook islands",2022-04-08,3171,0,0
"71926","New Zealand","cook islands",2022-04-09,3171,0,0
"72015","New Zealand","cook islands",2022-04-10,3171,0,0
"72104","New Zealand","cook islands",2022-04-11,3449,0,0
"72193","New Zealand","cook islands",2022-04-12,3584,0,0
"72282","New Zealand","cook islands",2022-04-13,3688,0,0
"72371","New Zealand","cook islands",2022-04-14,3788,0,0
"72460","New Zealand","cook islands",2022-04-15,3788,0,0
"72549","New Zealand","cook islands",2022-04-16,3941,0,0
"72638","New Zealand","cook islands",2022-04-17,3941,0,0
"72727","New Zealand","cook islands",2022-04-18,3941,0,0
"72816","New Zealand","cook islands",2022-04-19,4201,0,0
"72905","New Zealand","cook islands",2022-04-20,4404,0,0
"72994","New Zealand","cook islands",2022-04-21,4490,0,0
"73083","New Zealand","cook islands",2022-04-22,4609,0,0
"73172","New Zealand","cook islands",2022-04-23,4609,0,0
"73261","New Zealand","cook islands",2022-04-24,4727,0,0
"73350","New Zealand","cook islands",2022-04-25,4727,1,0
"73439","New Zealand","cook islands",2022-04-26,4854,1,0
"73528","New Zealand","cook islands",2022-04-27,4932,1,0
"73617","New Zealand","cook islands",2022-04-28,4990,1,0
"73706","New Zealand","cook islands",2022-04-29,5031,1,0
"73795","New Zealand","cook islands",2022-04-30,5031,1,0
"73884","New Zealand","cook islands",2022-05-01,5070,1,0
